"Real GDP by metropolitan area (millions of chained 2009 dollars)"
"Levels" 
"Bureau of Economic Analysis" 
"All industry total"
"Fips","Area","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",4709,4741,4960,5170,5330,5331,5229,5390,5312,5206,5087,5110,4994,5081,5058
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",67484,69553,72590,74729,77752,80192,81507,81269,81796,81666,82201,82885,83113,82506,85564
"47300","Visalia-Porterville, CA (Metropolitan Statistical Area)",9229,9405,10006,10997,11881,11622,12291,11734,11019,11297,11716,11310,12222,13222,14232
"47380","Waco, TX (Metropolitan Statistical Area)",6909,7023,7450,7817,8055,8281,8418,8469,8621,9010,8871,9176,9363,9578,9863
"47460","Walla Walla, WA (Metropolitan Statistical Area)",1963,1963,2064,2014,2044,2160,2203,2326,2385,2369,2303,2275,2231,2234,2267
"47580","Warner Robins, GA (Metropolitan Statistical Area)",5192,5440,5606,5676,5901,6033,6100,6018,6127,6266,6338,6297,6156,6102,6070
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",332751,341506,354862,373708,391015,398785,405117,413662,413750,427377,434027,435099,432722,436894,442433
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",6331,6704,6708,7524,7738,7760,7995,7960,7714,7738,7625,8846,8240,8438,8211
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)",4558,4451,4426,4623,5040,5452,5368,5551,5798,6132,6299,6139,6026,5873,5792
"48140","Wausau, WI (Metropolitan Statistical Area)",5353,5321,5635,5788,5993,6041,6099,5951,5639,5758,5894,6242,6302,6627,6810
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",3850,4082,3939,3860,3898,3572,3654,3772,3553,3424,3297,3496,3481,3461,3540
"48300","Wenatchee, WA (Metropolitan Statistical Area)",2983,3202,3360,3431,3514,3619,3562,3693,3744,3580,3528,3595,3623,3735,3898
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)",4829,4938,5089,5195,5279,5324,5316,5494,5634,5691,5642,5721,6210,6523,6470
"48620","Wichita, KS (Metropolitan Statistical Area)",25838,25625,25231,24976,25441,28101,29952,29309,26738,27717,28676,29050,26844,28219,28590
"48660","Wichita Falls, TX (Metropolitan Statistical Area)",5307,5467,5435,5391,5265,5491,5570,6017,5657,5506,5712,5973,5940,6135,6271
"48700","Williamsport, PA (Metropolitan Statistical Area)",3798,3742,3757,3851,3869,3862,3820,3745,3689,3874,4189,4297,4355,4525,4487
"48900","Wilmington, NC (Metropolitan Statistical Area)",8817,8638,8765,9037,9685,10041,10433,10983,10763,10900,11237,10890,11404,11788,12010
"49020","Winchester, VA-WV (Metropolitan Statistical Area)",4238,4219,4490,4666,5022,5138,4982,4790,4911,5108,5193,5255,5299,5375,5252
"49180","Winston-Salem, NC (Metropolitan Statistical Area)",25722,24576,25599,26436,26620,27179,25941,26350,24689,25158,25221,24435,24010,24894,25279
"49340","Worcester, MA-CT (Metropolitan Statistical Area)",31830,31935,33266,33444,33563,33989,34211,34260,32889,33991,34354,34304,34743,34991,35326
"49420","Yakima, WA (Metropolitan Statistical Area)",6195,6468,6681,6772,7120,7201,7239,7348,7415,7465,7361,7502,7356,7656,7947
"49620","York-Hanover, PA (Metropolitan Statistical Area)",13445,13444,14233,14761,15660,15761,15941,16364,15722,16096,15913,15499,15584,15498,15429
"49660","Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",18314,18762,18904,19249,19473,19386,18879,17899,16387,16931,18085,19110,18703,18910,19224
"49700","Yuba City, CA (Metropolitan Statistical Area)",3910,4215,4478,4587,4651,4783,4653,4744,4879,4609,4589,4522,4788,4822,5034
"49740","Yuma, AZ (Metropolitan Statistical Area)",3871,4330,4363,4792,5044,5301,5468,5250,5188,5248,5199,4831,5081,4908,4981
"Legend / Footnotes:"
"Note-- NAICS Industry detail is based on the 2007 North American Industry Classification System (NAICS)."
"Note-- Per capita real GDP statistics for 2001-2015 reflect Census Bureau midyear population estimates available as of March 2016."
"Last updated: September 20, 2016."
